"sigOBS","sigPRO","muEI1","muI1S1","muI1I2","muI2S2","muS2S1","rho","bT","q","c","delta","S1_0","S2_0","E_0","I1_0","I2_0","K_0","F_0"
0.2104,0.2608,44.4018,5.3503,8.7834,2.2685,0.2263,0.6129,8.2242,0.2837,0.4686,0.02,0.7918,0.0301,0.0788,0.0216,0.0777,0.9463,0.9003
0.0906,0.4902,49.9589,16.0006,3.7955,0.4357,0.1811,0.3348,0.45,0.7356,0.7869,0.02,0.7518,0.0804,0.0503,0.0555,0.062,0.5323,0.2549
0.4243,0.2401,51.6429,14.5477,11.2952,1.6433,0.512,0.6509,9.8379,0.5855,0.8153,0.02,0.8377,0.0093,0.0642,0.0807,0.0081,0.8815,0.8763
0.0036,0.4623,17.4406,4.9375,9.1342,1.3206,0.6506,0.7926,9.5327,0.3653,0.7119,0.02,0.894,0.021,0.0229,0.0156,0.0465,0.7728,0.7954
0.4585,0.1175,16.8461,3.964,2.4646,1.3509,0.6365,0.4988,1.0513,0.807,0.1607,0.02,0.8021,0.0704,0.0046,0.0737,0.0491,0.7162,0.8781
0.3204,0.418,25.6096,8.9718,14.9973,1.173,0.1774,0.9266,8.0863,0.4895,0.5337,0.02,0.7986,0.0558,0.0286,0.0246,0.0925,0.1826,0.7142
0.3111,0.0864,19.5024,6.7605,14.1634,0.6233,0.6379,0.6625,6.6683,0.3541,0.0617,0.02,0.7834,0.0785,0.0706,0.036,0.0316,0.9094,0.8494
0.2922,0.0648,35.0587,15.3839,16.6728,0.4705,0.8539,0.5153,8.2097,0.7892,0.0051,0.02,0.7305,0.0802,0.078,0.0804,0.0309,0.072,0.3682
0.1767,0.2328,51.466,4.2372,7.6441,2.7916,0.8817,0.3083,1.2346,0.0371,0.8906,0.02,0.8084,0.0462,0.0057,0.081,0.0587,0.9866,0.1766
0.1017,0.0773,23.0016,7.8672,12.1071,1.296,0.6394,0.9957,4.7897,0.3928,0.0481,0.02,0.7742,0.0764,0.0165,0.0806,0.0524,0.9847,0.3439
0.1076,0.2979,14.8716,7.5246,4.1712,0.5307,0.7348,0.8754,8.6737,0.3342,0.5431,0.02,0.8408,0.0138,0.0065,0.0658,0.073,0.8125,0.8441
0.1706,0.3748,58.1774,13.9142,5.1662,1.8361,0.855,0.2224,7.1208,0.9324,0.8927,0.02,0.8061,0.0018,0.0231,0.0853,0.0837,0.2357,0.2956
0.0561,0.122,34.2681,15.1529,11.113,0.5341,0.5814,0.0172,4.597,0.7242,0.2799,0.02,0.7888,0.0323,0.058,0.0363,0.0847,0.7014,0.9133
0.4952,0.3873,25.9592,17.0756,2.5086,1.9724,0.3335,0.3626,0.5647,0.8357,0.11,0.02,0.863,0.038,0.0297,0.026,0.0434,0.2709,0.0131
0.2861,0.375,15.0891,12.1198,8.7891,0.8792,0.4115,0.0243,9.9684,0.2658,0.9911,0.02,0.8302,0.0339,0.0794,0.0096,0.0469,0.4121,0.1158
0.2625,0.187,21.8137,10.3863,9.9028,1.3379,0.0945,0.4381,5.8798,0.3873,0.2854,0.02,0.8506,0.0269,0.0413,0.0555,0.0257,0.7207,0.5454
0.4795,0.1987,16.3447,13.9866,17.3351,1.6959,0.9707,0.5704,6.2103,0.1164,7e-04,0.02,0.7959,0.0499,0.0699,0.0616,0.0227,0.7455,0.4884
0.0975,0.1664,41.5103,3.3327,10.3032,2.425,0.9334,0.2606,8.1615,0.2461,0.8838,0.02,0.7915,0.052,0.0258,0.0616,0.0691,0.0289,0.6099
0.2809,0.0368,22.4121,6.7229,11.2892,0.3881,0.2812,0.2535,6.7561,0.2623,0.3875,0.02,0.847,0.0484,0.0162,0.0473,0.0411,0.5914,0.1063
0.0684,0.0754,28.471,4.931,17.5696,0.135,0.1805,0.277,1.7926,0.8968,0.454,0.02,0.785,0.0825,0.0434,0.0579,0.0312,0.2795,0.2198
0.2189,0.4655,37.6115,5.1802,3.2493,2.9673,0.5469,0.7357,8.3491,0.2493,0.0599,0.02,0.8863,0.0249,0.0273,0.0103,0.0512,0.6557,0.7906
0.0644,0.4848,55.6843,6.0821,16.3559,0.4013,0.502,0.2535,4.1441,0.24,0.4292,0.02,0.8265,0.0536,0.0032,0.0713,0.0454,0.1033,0.5418
0.1569,0.3268,33.6408,17.1922,17.7289,0.9389,0.7036,0.6871,5.8948,0.3585,0.4609,0.02,0.9326,0.0049,0.0291,0.0254,0.0079,0.6482,0.271
0.0325,0.4068,34.2633,14.4065,13.5347,2.2489,0.8903,0.915,0.1856,0.3271,0.0586,0.02,0.8351,0.0613,0.0232,0.0792,0.0012,0.7695,0.6811
0.2889,0.0962,35.2155,3.7153,9.8218,1.2018,0.1008,0.2073,3.7971,0.4489,0.7199,0.02,0.7989,0.0568,0.0134,0.0553,0.0756,0.5185,0.0308
0.4954,0.3186,21.1571,3.3022,12.3475,1.8206,0.3326,0.3211,9.2045,0.7725,0.7355,0.02,0.9104,0.0028,0.0039,0.0733,0.0095,0.4521,0.7435
0.2285,0.0018,42.1889,17.8101,9.8094,2.1074,0.5812,0.1823,4.2613,0.419,0.6375,0.02,0.8471,0.0029,0.058,0.0304,0.0617,0.2793,0.3452
0.1076,0.2476,38.1356,7.2578,8.9057,1.7958,0.318,0.2812,2.868,0.274,0.7065,0.02,0.7635,0.0784,0.0597,0.0455,0.053,0.5082,0.4557
0.4054,0.1329,30.8594,8.6712,17.9147,2.214,0.8294,0.6403,5.7932,0.71,0.6073,0.02,0.8741,0.014,0.0845,0.0164,0.011,0.0231,0.7246
0.1508,0.353,33.2552,6.3215,9.4149,1.994,0.5097,0.8296,0.6132,0.7524,0.2309,0.02,0.7902,0.0536,0.0864,0.0479,0.0218,0.7774,0.9936
0.1146,0.4469,42.9093,8.0618,11.4881,0.1754,0.2607,0.599,1.4158,0.3848,0.2535,0.02,0.8364,9e-04,0.0563,0.0973,0.009,0.517,0.5644
0.2097,0.1899,51.0088,10.3324,10.1081,1.2506,0.4064,0.8505,4.1288,0.6535,0.0778,0.02,0.8403,0.0497,0.057,0.0291,0.0239,0.9034,0.5798
0.3729,0.3638,38.5229,10.4218,8.1233,2.8899,0.313,0.9743,4.728,0.2705,0.2943,0.02,0.8642,0.0027,0.0507,0.0078,0.0746,0.7972,0.1322
0.3054,0.2166,22.9495,16.7191,6.622,1.3938,0.0391,0.4818,9.1698,0.3717,0.5066,0.02,0.8091,0.0531,0.0291,0.0238,0.085,0.6239,0.0043
0.4196,0.2572,48.6598,16.7334,5.224,2.3566,0.1704,0.5422,5.0003,0.843,0.3833,0.02,0.8068,0.0451,0.0607,0.0531,0.0342,0.135,0.07
0.3305,0.468,36.8588,9.6668,7.7014,1.4051,0.9311,0.3023,7.1503,0.5134,0.7994,0.02,0.8103,0.08,0.028,0.0448,0.0369,0.7407,0.6909
0.3338,0.4241,26.435,7.316,9.1117,0.9787,0.8097,0.7728,2.6643,0.267,0.1764,0.02,0.7787,0.086,0.085,0.0163,0.034,0.0308,0.9877
0.3524,0.0677,32.1874,10.1683,13.4098,0.1494,0.6346,0.0127,4.6848,0.0301,0.879,0.02,0.8921,0.0506,0.0187,0.0275,0.0111,0.6409,0.987
0.0756,0.0424,30.5411,7.8466,15.3903,1.0487,0.3793,0.7619,8.9188,0.9112,0.5157,0.02,0.8772,0.0309,0.0263,0.0148,0.0508,0.4809,0.2122
0.4129,0.0047,32.8158,11.5141,9.6108,2.0957,0.143,0.0574,9.1356,0.5659,0.317,0.02,0.8192,0.0453,0.0489,0.0303,0.0563,0.5389,0.9676
0.4348,0.2368,57.4354,12.7357,11.198,0.6536,0.9186,0.711,4.4742,0.7979,0.3078,0.02,0.7887,0.0805,0.032,0.0172,0.0816,0.3497,0.5739
0.0648,0.1275,43.3468,13.0056,12.5718,2.8078,0.734,0.7994,8.8483,0.1095,0.809,0.02,0.8205,0.0111,0.0555,0.0566,0.0564,0.1997,0.7821
0.1718,0.3177,40.7597,4.1388,7.1655,2.2076,0.7068,0.9397,0.4379,0.6792,0.986,0.02,0.8783,0.0531,7e-04,0.0027,0.0651,0.3287,0.115
0.3833,0.3754,35.2035,16.1888,15.3611,0.5835,0.3465,0.1449,7.0823,0.6395,0.2156,0.02,0.7947,0.0622,0.0617,0.081,4e-04,0.8907,0.1103
0.0455,0.2022,24.2245,9.8672,17.4683,1.7314,0.9665,0.217,2.111,0.237,0.8704,0.02,0.8547,0.0828,0.031,0.0027,0.0288,0.4066,0.9632
0.1789,0.3594,45.8471,15.1654,9.3598,1.3555,0.166,0.5746,9.3788,0.3398,0.5753,0.02,0.8621,0.0214,0.0345,0.036,0.046,0.9319,0.9569
0.2577,0.3827,35.6104,7.3764,8.6859,2.7115,0.9971,0.3498,4.8824,0.0958,0.5917,0.02,0.8538,0.0463,0.0077,0.0053,0.0869,0.0271,0.6282
0.4118,0.0995,38.7704,14.7684,3.0805,2.2447,0.3066,0.7634,5.1892,0.7508,0.5078,0.02,0.8935,0.0272,0.0147,0.0265,0.0381,0.8744,0.0478
0.2048,0.329,42.9294,12.8302,17.5383,2.1526,0.8898,0.2099,3.7444,0.2326,0.0794,0.02,0.7967,0.0762,0.0548,0.064,0.0084,0.3828,0.8893
0.0983,0.1646,16.0612,16.8347,14.859,1.0769,0.4679,0.3416,8.4464,0.6035,0.6158,0.02,0.8065,0.0013,0.0836,0.0469,0.0617,0.7394,0.7593
0.2994,0.3675,56.3703,5.4912,4.4335,2.4486,0.502,0.7721,0.2774,0.4071,0.7909,0.02,0.8326,0.0044,0.0817,0.0784,0.003,0.4722,0.0981
0.1043,0.0116,47.2992,14.0371,3.1148,1.4055,0.919,0.1386,2.2738,0.4757,0.5651,0.02,0.8696,0.0688,0.0079,0.0167,0.037,0.9323,0.229
0.3857,0.1633,29.4744,3.6591,2.2472,0.8221,0.1039,0.5079,7.0792,0.3066,0.6537,0.02,0.8732,0.016,0.0205,0.006,0.0843,0.9028,0.7032
0.1617,0.2563,39.2164,15.405,10.4676,0.6078,0.4216,0.7991,7.6287,0.8709,0.8161,0.02,0.8177,0.0494,0.0208,0.0758,0.0363,0.8731,0.0971
0.3725,0.1495,55.6121,8.3878,5.9157,1.584,0.5617,0.5902,8.4925,0.66,0.9842,0.02,0.8018,0.0319,0.0923,0.0416,0.0324,0.4044,0.214
0.0724,0.3791,42.6308,16.294,11.9851,0.4079,0.6519,0.776,9.2561,0.6965,0.9426,0.02,0.7814,0.0526,0.0788,0.0277,0.0595,0.4034,0.4466
0.4322,0.0337,16.5188,13.1498,13.0845,1.8533,0.3458,0.649,1.4198,0.9682,0.8054,0.02,0.7616,0.0381,0.0361,0.0836,0.0806,0.9212,0.3245
0.3695,0.0087,25.1538,14.9344,11.5209,1.2573,0.9694,0.2529,4.7612,0.137,0.2319,0.02,0.9314,0.0067,0.0194,0.0304,0.0121,0.6231,0.6449
0.4254,0.4509,26.3517,5.4488,5.6965,0.5977,0.0845,0.3059,4.5285,0.0136,0.7273,0.02,0.8361,0.0494,0.0347,0.0512,0.0286,0.0455,0.114
0.1171,0.4251,15.5596,5.0126,13.2988,1.9756,0.6478,0.2807,6.2888,0.9318,0.0664,0.02,0.8607,0.0562,0.0229,0.0211,0.039,0.8303,0.2868
0.307,0.1341,56.7333,17.1224,9.067,2.0293,0.1779,0.43,2.0483,0.949,0.0398,0.02,0.8552,0.0666,0.0021,0.0255,0.0506,0.5104,0.8679
0.1302,0.32,59.0177,11.3835,5.6959,1.5611,0.8535,0.9951,2.2496,0.8816,0.753,0.02,0.8295,0.0877,0.005,0.0267,0.0511,0.9684,0.5093
0.174,0.0099,45.4228,2.4471,11.3909,2.0136,0.3262,0.0201,4.4216,0.5426,0.9717,0.02,0.8701,0.089,0.0134,0.0102,0.0173,0.1326,0.8384
0.232,0.4552,30.3818,10.654,10.0027,1.728,0.9264,0.0698,4.516,0.9947,0.4227,0.02,0.875,0.0693,0.031,0.0045,0.0202,0.0982,0.9031
0.2958,0.0337,16.8867,2.6199,2.4269,1.2512,0.9822,0.8415,3.3429,0.4226,0.3511,0.02,0.8181,0.0494,0.048,0.0822,0.0023,0.1946,0.1662
0.1772,0.1149,45.2929,9.8859,8.9751,0.8349,0.5334,0.737,4.8333,0.8447,0.7542,0.02,0.7995,0.0324,0.0505,0.072,0.0456,0.8995,0.2038
0.3326,0.0457,41.2256,8.1164,11.907,2.2491,0.8095,0.2805,0.8118,0.4854,0.453,0.02,0.7951,0.058,0.0305,0.0753,0.0411,0.8654,0.0494
0.0651,0.0336,30.989,2.8895,3.8755,0.9976,0.7854,0.6436,2.5033,0.1136,0.2556,0.02,0.8188,0.0702,0.0743,0.0326,0.004,0.7631,0.6658
0.0817,0.0158,51.1894,5.1623,2.3081,1.1999,0.4959,0.9349,3.616,0.3394,0.5725,0.02,0.7952,0.0532,0.0731,0.0177,0.0608,0.818,0.5107
0.2424,0.4259,38.1417,7.1671,3.1772,0.2928,0.8819,0.004,5.9415,0.9606,0.6044,0.02,0.7541,0.0696,0.065,0.0368,0.0745,0.7001,0.2946
0.0412,0.0846,45.1554,3.0346,7.3003,2.9522,0.4515,0.6187,4.8422,0.0212,0.3992,0.02,0.821,0.0396,0.0466,0.0318,0.0611,0.0473,0.7236
0.2956,0.4858,18.6508,17.9811,14.4201,2.3734,0.5515,0.246,5.0298,0.1167,0.6305,0.02,0.8462,0.0048,0.0449,0.0353,0.0689,0.087,0.544
0.3551,0.374,30.4263,2.9943,3.9096,1.8729,0.317,0.8859,4.9372,0.5822,0.3151,0.02,0.8418,0.0918,0.0266,0.0343,0.0054,0.3708,0.918
0.0837,0.2575,15.2697,14.175,11.1034,0.914,0.1785,0.4428,3.5598,0.2888,0.145,0.02,0.824,0.0652,0.0489,0.0177,0.0441,0.2481,0.9595
0.0661,0.3228,53.6191,6.0404,9.669,1.4575,0.2105,0.3413,9.9842,0.3685,0.3769,0.02,0.7715,0.0659,0.0583,0.0396,0.0647,0.5658,0.2102
0.2911,0.2143,26.5811,5.3756,10.1426,0.8641,0.1771,0.7024,7.9313,0.687,0.514,0.02,0.8694,0.0268,0.0165,0.0539,0.0335,0.4942,0.9683
0.4489,0.4862,38.4111,16.7422,3.6117,0.5054,0.6074,0.8728,5.1543,0.0287,0.0916,0.02,0.849,0.0834,0.003,0.0327,0.0318,0.379,0.9247
0.4696,0.0472,54.4795,14.087,9.5104,2.2196,0.649,0.7784,5.2597,0.759,0.8079,0.02,0.7975,0.0499,0.0734,0.0523,0.027,0.5087,0.3252
0.1927,0.494,51.1662,8.5555,15.7549,1.4349,0.8882,0.669,9.4845,0.8907,0.1827,0.02,0.8253,0.035,0.0286,0.0557,0.0553,0.8803,0.0599
0.3317,0.2899,54.297,12.063,14.3807,2.6275,0.9595,0.1704,1.2952,0.4574,0.9194,0.02,0.8662,0.0503,0.0217,0.0339,0.0278,0.0087,0.4963
0.2024,0.0473,25.4653,7.9164,13.1878,2.572,0.2958,0.1486,6.505,0.7959,0.4046,0.02,0.8187,0.0587,0.0057,0.037,0.0798,0.4068,0.1527
0.372,0.4934,39.3208,5.6956,12.1316,2.7295,0.7132,0.9105,0.5951,0.5854,0.4087,0.02,0.8543,0.0156,0.0598,0.0384,0.0319,0.6962,0.871
0.3481,0.2248,47.4196,14.2879,4.4862,1.6542,0.5419,0.2565,5.0442,0.7804,0.3673,0.02,0.8316,0.0288,0.0732,0.0535,0.0128,0.721,0.6794
0.0824,0.4433,53.5325,16.4143,17.6599,0.7784,0.9689,0.1886,5.328,0.3679,0.2303,0.02,0.812,0.0439,0.0212,0.0699,0.053,0.2279,0.475
0.4245,0.386,57.1259,3.0661,2.4551,1.6257,0.3924,0.3815,8.2356,0.2761,0.6074,0.02,0.7943,0.0231,0.0674,0.0528,0.0624,0.2011,0.001
0.3821,0.4753,54.6339,7.421,5.9488,0.7009,0.7514,0.1356,2.0298,0.0038,0.2836,0.02,0.7842,0.0455,0.074,0.0064,0.0899,0.2148,0.6543
8e-04,0.1871,23.0192,14.8703,5.2059,1.0233,0.8323,0.6742,0.9505,0.5299,0.8056,0.02,0.8163,0.0243,0.0132,0.0763,0.07,0.7772,0.4034
0.1503,0.2402,40.7218,14.8013,4.9449,1.4389,0.8644,0.0447,0.7246,0.7405,0.9212,0.02,0.7888,0.0231,0.0827,0.0493,0.0561,0.2239,0.7284
0.4896,0.0792,50.5352,12.1587,7.4449,2.1772,0.8634,0.7715,3.867,0.182,0.4446,0.02,0.8169,0.0755,0.004,0.0373,0.0662,0.8506,0.3381
0.4158,0.3873,57.8301,4.7573,9.9551,2.7985,0.9139,0.6755,5.682,0.016,0.891,0.02,0.798,0.0595,0.0088,0.0565,0.0772,0.1732,0.5981
0.1173,0.1351,52.3703,12.5869,4.2581,1.4954,0.6281,0.6653,3.941,0.7818,0.6224,0.02,0.8266,0.0248,0.0711,0.0732,0.0044,0.1356,0.6983
0.352,0.4415,39.634,4.1275,11.2604,2.2801,0.7318,0.6127,9.1512,0.6035,0.0564,0.02,0.8656,0.0114,0.0201,0.009,0.0939,0.4974,0.6522
0.4211,0.4576,23.9934,17.7649,7.3078,1.9031,0.5129,0.1003,1.1491,0.9947,0.0012,0.02,0.8625,0.0573,0.0494,0.0137,0.0171,0.0197,0.2264
0.3868,0.0726,46.8006,12.9754,9.8652,2.2982,0.744,0.9457,1.8732,0.1759,0.0524,0.02,0.7851,0.0414,0.0459,0.084,0.0437,0.1345,0.8021
0.2235,0.3243,38.0862,11.5603,16.7234,1.9068,0.0571,0.2884,5.8373,0.9137,0.4469,0.02,0.8582,0.0595,0.0442,0.0284,0.0097,0.4533,0.9973
0.3701,0.3039,23.7732,8.9487,7.4308,1.1111,0.3267,0.1864,7.1453,0.1064,0.2382,0.02,0.8232,0.06,0.0289,0.0582,0.0296,0.7677,0.9163
0.3519,0.2179,23.0121,7.915,16.7513,0.9535,0.3224,0.9413,5.6696,0.8125,0.3409,0.02,0.8637,0.0308,0.005,0.0786,0.0218,0.221,0.5822
0.3408,0.0302,44.8737,16.5855,5.9022,1.7139,0.6286,0.845,6.4243,0.6972,0.0058,0.02,0.8013,0.0658,0.0025,0.0644,0.066,0.4452,0.012
0.1794,0.2209,49.6401,14.6329,8.0388,0.7388,0.8965,0.633,7.7313,0.1297,0.2686,0.02,0.8699,0.0193,0.019,0.0795,0.0122,0.4661,0.9102
0.2065,0.1351,50.1779,12.6232,11.2902,2.8163,0.3477,0.5463,6.1874,0.3112,0.7996,0.02,0.8216,0.0426,0.0685,0.0336,0.0336,0.3253,0.4803
0.1443,0.1839,57.9238,8.5666,17.3471,1.6607,0.7314,0.2309,6.1321,0.3685,0.5797,0.02,0.8028,0.0661,0.0383,0.0326,0.0602,0.2206,0.8539
0.162,0.4977,34.3272,14.1499,9.4028,0.2028,0.6445,0.0083,4.8118,0.7619,0.8934,0.02,0.9583,0.0129,0.0029,0.0132,0.0127,0.8054,0.6641
0.3158,0.2966,34.1989,9.5747,9.1222,2.6126,0.4762,0.7216,6.243,0.5525,0.0086,0.02,0.7549,0.0796,0.0546,0.0473,0.0637,0.207,0.2184
0.481,0.1241,53.9306,6.2931,17.0886,0.6689,0.345,0.1337,3.5372,0.5448,0.8616,0.02,0.758,0.0181,0.0792,0.0875,0.0571,0.7338,0.1876
0.2193,0.2103,19.2376,14.2797,10.6584,2.3677,0.1018,0.7234,4.873,0.0225,0.6015,0.02,0.8259,0.0032,0.0456,0.0292,0.0961,0.7842,0.1866
0.2419,0.1674,46.511,13.7369,10.1709,1.7944,0.3931,0.2449,6.5132,0.9732,0.735,0.02,0.8945,0.0038,0.0246,0.0271,0.0501,0.3988,0.4131
0.3187,0.4696,55.8072,5.717,13.4653,0.1043,0.3403,0.5938,4.3968,0.0385,0.5424,0.02,0.8604,0.0121,0.0208,0.0353,0.0714,0.2666,0.0318
0.4962,0.2299,39.0956,10.7375,10.3183,0.6284,0.7988,0.3571,1.9769,0.9114,0.4365,0.02,0.8347,0.0523,0.0302,0.0147,0.0681,0.6511,0.3956
0.314,0.1086,42.5349,14.8267,11.8384,0.2353,0.6098,0.6441,3.824,0.5158,0.9107,0.02,0.8204,0.0498,0.0456,0.0629,0.0213,0.9215,0.9155
0.3759,0.4618,51.6055,14.6774,5.9039,1.336,0.9417,0.0665,3.6757,0.5693,0.5467,0.02,0.8112,0.0331,0.0801,0.0629,0.0126,0.3251,0.1572
0.2249,0.3279,30.5568,5.2719,13.9236,2.7716,0.0689,0.7672,3.0995,0.218,0.5364,0.02,0.8227,0.0875,0.028,0.0524,0.0094,0.5555,0.8314
0.1988,0.4935,57.4078,13.8664,6.5489,0.6809,0.4837,0.2867,1.0129,0.5413,0.4183,0.02,0.7944,0.0079,0.0711,0.0633,0.0632,0.2624,0.1257
0.4505,0.3724,16.2818,13.1071,11.6096,2.5051,0.7192,0.8,2.4178,0.8058,0.7523,0.02,0.8221,0.0254,0.055,0.0146,0.0829,0.0905,0.214
0.1196,0.0122,37.5691,13.0393,10.2431,1.9038,0.5566,0.9584,9.319,0.813,0.8121,0.02,0.8222,0.0148,0.083,0.0536,0.0265,0.2529,0.8335
0.2748,0.0454,31.2705,10.7092,4.1551,2.6797,0.6602,0.6744,2.5077,0.6638,0.4695,0.02,0.8083,0.0788,0.0359,0.0689,0.0081,0.6412,0.5292
0.1663,0.247,59.9956,2.0168,15.9721,2.6388,0.4827,0.2393,1.8758,0.9851,0.9131,0.02,0.8082,0.08,0.0131,0.0647,0.0341,0.3519,0.5392
0.2757,0.371,33.0321,17.8507,9.1828,1.2249,0.1562,0.3613,6.9533,0.2409,0.716,0.02,0.8059,0.0779,0.0715,0.0289,0.0157,0.0605,0.6918
0.0262,0.2341,49.747,12.8996,6.0735,0.6522,0.13,0.4195,3.6715,0.8289,0.9386,0.02,0.7974,0.0725,0.0011,0.0923,0.0367,0.2869,0.1951
0.3464,0.2189,57.5061,11.9039,11.4597,1.0013,0.9875,0.6468,7.6038,0.0975,0.399,0.02,0.787,0.0624,0.0174,0.0584,0.0747,0.7612,0.6818
0.0994,0.4843,29.0759,13.0358,8.0159,0.692,0.3019,0.4431,5.0239,0.5147,0.0761,0.02,0.7988,0.0234,0.0674,0.074,0.0364,0.5126,0.8584
0.4281,0.4868,54.1023,2.8769,15.3964,0.6765,0.7034,0.643,7.806,0.5314,0.8764,0.02,0.7958,0.072,0.0494,0.0664,0.0164,0.6304,0.092
0.2313,0.1625,55.4952,10.7579,12.1936,1.8062,0.1549,0.6901,8.8621,0.4562,0.3321,0.02,0.8951,0.0202,0.0184,0.0606,0.0057,0.4374,0.7335
0.2625,0.0686,20.4709,13.0684,8.6124,1.2631,0.0209,0.4119,5.2625,0.7517,0.7851,0.02,0.8242,0.0613,0.0398,0.0295,0.0451,0.3059,0.8762
0.2782,0.4068,33.9573,3.7838,15.8687,0.8671,0.4386,0.6118,6.3951,0.7417,0.9355,0.02,0.8993,0.0062,0.0179,0.0479,0.0288,0.3097,0.5174
0.0695,0.155,35.7232,9.8,4.5485,2.9353,0.8345,0.7905,5.145,0.38,0.3465,0.02,0.8799,0.0289,0.0312,0.0306,0.0295,0.597,0.3376
0.2559,0.1759,58.7157,13.7187,16.2304,2.9412,0.6899,0.3272,1.0148,0.6187,0.9831,0.02,0.7439,0.0864,0.0504,0.0601,0.0592,0.3164,0.593
0.2022,0.2268,35.0317,10.7332,15.0357,0.4311,0.9798,0.0345,6.9465,0.7511,0.6716,0.02,0.7653,0.0777,0.0528,0.0631,0.0411,0.9495,0.6847
0.4335,0.4137,15.956,15.0113,11.1695,1.6752,8e-04,0.9266,7.5302,0.8403,0.2536,0.02,0.7007,0.0691,0.0808,0.0855,0.0639,0.3725,0.1825
0.1546,0.4382,50.1252,5.2769,11.7309,0.7185,0.5021,0.1395,4.1636,0.5028,0.5176,0.02,0.8711,0.0551,0.063,0.0029,0.0078,0.9253,0.2986
0.1037,0.3461,56.4377,15.6259,10.3855,2.9404,0.7734,0.2192,2.0883,0.0469,0.1948,0.02,0.8322,0.0789,0.0136,0.002,0.0732,0.6503,0.2383
0.3364,0.2572,43.5043,2.6259,15.2983,2.2551,0.3233,0.7917,5.7945,0.7972,0.9828,0.02,0.758,0.0854,0.035,0.0424,0.0793,0.1746,0.7839
0.2402,0.2188,18.664,16.9313,13.5234,0.8955,0.365,0.6428,8.8087,0.1506,0.1728,0.02,0.7448,0.0617,0.0833,0.0729,0.0374,0.8259,0.8672
0.1411,0.4973,28.3339,2.2687,15.9638,2.0169,0.3854,0.3963,4.5816,0.4877,0.9057,0.02,0.7053,0.0573,0.0824,0.0779,0.0771,0.205,0.2902
0.1657,0.2627,14.3003,13.8916,17.7385,0.7179,0.4998,0.7135,6.579,0.1254,0.3651,0.02,0.7926,0.0574,0.085,0.0134,0.0516,0.8473,0.4966
0.0703,0.4772,59.7442,11.0797,7.6489,0.6657,0.6863,0.1157,6.3795,0.3398,0.8526,0.02,0.8917,0.0283,0.008,0.0269,0.0452,0.9317,0.3165
0.2358,6e-04,19.1987,10.3096,14.1989,1.3851,0.625,0.2073,1.0967,0.3711,0.8063,0.02,0.7979,0.036,0.0373,0.0832,0.0456,0.7673,0.1864
0.2072,0.0813,21.4785,2.9533,3.1816,1.2955,0.2363,0.4161,8.206,0.8768,0.9667,0.02,0.7893,0.0654,0.0385,0.0378,0.069,0.3534,0.0549
0.1807,0.0131,49.7011,10.5279,8.7779,0.4771,0.1358,0.2236,9.0834,0.2435,0.0874,0.02,0.8085,0.0198,0.0304,0.0797,0.0615,0.912,0.0994
0.1767,0.4617,24.3781,13.1371,17.6928,0.1953,0.4473,0.8456,4.2279,0.7873,0.7462,0.02,0.8197,0.0159,0.0447,0.0301,0.0896,0.1373,0.1808
0.4626,0.0485,54.318,12.9205,16.0934,2.9044,0.9541,0.7089,9.0219,0.1342,0.9015,0.02,0.8087,0.0718,0.0331,0.0383,0.0481,0.2363,0.4228
0.4338,0.161,21.5228,9.9547,10.6534,0.755,0.801,0.7591,1.0737,0.5472,0.7652,0.02,0.8948,0.0214,0.0361,0.0251,0.0226,0.0228,0.2968
0.3699,0.016,16.2866,13.2372,6.3738,2.6085,0.8092,0.3325,6.8986,0.3407,0.7576,0.02,0.8028,0.0833,0.0213,0.0623,0.0302,0.3488,0.9887
0.4311,0.0799,19.8543,16.2999,6.1065,0.41,0.7448,0.2842,9.3591,0.9133,0.8316,0.02,0.7841,0.0102,0.0383,0.0835,0.0839,0.3893,0.0128
0.2929,0.2303,26.6118,2.0106,3.3608,2.7161,0.3947,0.1918,9.0915,0.4057,0.4297,0.02,0.8222,0.0026,0.0394,0.0565,0.0794,0.1748,0.2812
0.0474,0.4194,33.0498,8.922,3.8561,2.7206,0.3115,0.8017,2.5757,0.2144,0.0595,0.02,0.802,0.0623,0.0369,0.0573,0.0415,0.2135,0.2279
0.3229,0.3333,14.1261,15.6125,12.6903,0.1394,0.6766,0.5571,5.5311,0.283,0.1433,0.02,0.7705,0.0331,0.0721,0.074,0.0503,0.0782,0.9901
0.1943,0.4564,23.2616,11.3077,6.3359,0.489,0.3945,0.5132,8.8981,0.971,0.1861,0.02,0.7661,0.0408,0.0716,0.07,0.0515,0.7969,0.289
0.4022,0.2365,16.4722,5.4949,10.2137,2.8665,0.6959,0.4375,3.2938,0.197,0.7524,0.02,0.8829,0.0098,0.0719,0.0043,0.0312,0.0825,0.177
0.2885,0.2234,20.2624,13.9233,6.2688,2.378,0.8492,0.4886,0.0625,0.3954,0.4436,0.02,0.8201,0.037,0.0254,0.0526,0.0649,0.7449,0.7392
0.1952,0.4519,54.9836,15.1938,14.4032,0.1407,0.9066,0.9575,1.1436,0.6172,0.2273,0.02,0.792,0.0018,0.0495,0.0693,0.0874,0.8162,0.0725
